Image Index,User ID,Description,Language Level,#Annotation
2,A13FT8BNX9UUP8.csv,there are two workers in blue discussing something in a booklet.there seems to be construction trucks lined up in the room they are in. there is a low ceiling with rectangle lights.,0,10,shoulder,arm,name,head,communication device,booklet,name ,head,arm ,should
2,A175PJR0W3LO8I.csv,a man named gomez wearing blue uniform and some sort of manual in hand; explaining something to a short haired brown woman in a similar uniform.  there are vehicles parked in the background of what looks like a factory or the inside of an aircraft carrier.,0,10,man's shoulder,man's arm,man's shirt with name \gomez\,man's face with earplug,man and woman's shoulders,man pointing at documents,woman's shirt with name ,woman's face,woman's chest,woman's shoulder with vehicle in the background.
2,A1HUUSCZ4I5SOP.csv,a man and woman in blue uniforms are looking at a book. they are in a warehouse. there are heavy operating machines in the background. the man is wearing an earbud and is pointing at something in the book. he's also wearing a 2-way radio.,0,10,part of shoulder,tatooed forearm,gomez name on uniform,man's face with earbud,radio on uniform,finger pointing at book,part of uniform on chest and arm,woman's head,part of woman's body and arm,part of shoulder
2,A1S88VQY8G8CNC.csv,a male factory worker is pointing out something in a manual to a younger female employee.  both are dressed in factory uniforms.  in the background; we can see equipment and a large vehicle which looks like a truck.  many beams are attached to the ceiling; which is not much higher than the employees.,0,10,man's shoulder and some equipment.,man's arm.,a portion of man's shirt.,man's face looking downward.,portions of both employees' arms.,pointing out something in a manual.,half of a work uniform.,young employee looking downward.,part of work shirt, with vehicle's wheel behind.,equipment behind employee's shoulder.
2,A2JLU8XYHVY2ZP.csv,the supervisor in the factory teaches the new girl regarding company guidelines,0,10,the man's soulder,the man's hand,company name is printed,man's face,the pager,the man holding the book,the girl's right shoulder,the girl's face,girl's left shoulder,manufactured machine parts
2,A3QMAS3KVQTPW0.csv,a senior male colleague explaining the junior lady staff,0,10,male shoulder,male hand with tatto,man shirt with the company logo ,man face with earphones in ear,walkie talkie,a book,women shirt with a company logo on left side,a women deeply involved in the discussion,women shirt with a company logo on right side,women shoulder
2,A3UV55HC87DO9C.csv,there are two men in what looks to be an apprentice situation. the older man is going over some paperwork with the younger man.,0,10,shoulder,tattoo,name badge,older man,two way radio,paperwork,name badge of young man,young man,left arm,shoulder of young man
2,A3VOMP0WOJTB4I.csv,the senior engineer is explaining the work to his junior engineer in a factory.,0,10,tools,hand,uniform,face,sleeve,report,label,woman,right hand,machines
2,AA7BTDZQNHW5.csv,a man is explaining to a boy in a vehicle workshop with a book.,0,10,right shoulder,right hand,right chest,man's head,two shoulders,book,boy's right hand,boy's head,boy's left hand,left shoulder
2,ADVZAZ12Z8N9J.csv,this image is of two men that seem to be working on a vehicle. the first guy named gomez is showing the guy something in the manual. ,0,10,shoulder,arm,name,earphones,nametag,book,shirt,hair,cuff,machine
3,A13FT8BNX9UUP8.csv,there is a caucasian female dressed in black with long hair. she has her finger to her mouth and looks like she is thinking about something. ,0,10,shirt sleeve,arm,wrist,?,hand,shirt,eyes and nose,finger and mouth,chin and lip,shirt design
3,A175PJR0W3LO8I.csv,a young and attractive brown haired woman wearing a long sleeved black pullover; seated and perhaps watching tv; with right hand index finger on her lips; to indicate interest.,0,10,woman's right arm,womans wrist and hair,woman's wrist and hair,woman's shoulder,woman's right hand,woman's chest,woman's eyes,woman's face,woman's lips and chin,woman's pullover decoration
3,A1HUUSCZ4I5SOP.csv,a woman wearing a black shirt has her hand touching her lips.,0,10,part of shirt,part of arm with her hair behind,wrist,part of wrist and shirt,hand,part of shirt,eyes, nose and part of hand,part of face below eyes and fingers,part of lips, ear, neck and hair,part of shirt
3,A1S88VQY8G8CNC.csv,a woman is in deep thought.  she has a finger on her lip as she looks upward.  she is wearing a black outfit.  a wall; and possibly a window curtain; is behind her.,0,10,woman's shoulder.,part of woman's arm, hair.,woman's arm and part of her hand.,part of woman's black outfit.,woman's hand, fingers.,part of woman's outfit.,woman's eyes, nose.,woman's nose; finger on lip.,woman's cheek, hair.,part of woman's outfit.
3,A2JLU8XYHVY2ZP.csv,the girls is thinking over her future with biting his finger,0,10,girl's dress,girl's hand,girl's wrist,girl's shoulder,girl's hand,girl's upper breast portion,girl's eyes,girl's nose,girl's lips,embroydery design
3,A3QMAS3KVQTPW0.csv,a black dressed women; deeply involved in observation.,0,10,women black dress left hand ,girls hand,girls wist,black dress covering her chest,girls fingers and palm,black dress covering her chest,girls eyes and nose,cute lips with finger on foreground,girls cheeks,black dress with desings covering her chest
3,A3UV55HC87DO9C.csv,a young women is laying down. she is long brown hair. she is staring into space; probably daydreaming or imagining something that excites her.,0,10,arm,wrist,hand,shoulder,hand,shirt,eyes,mouth and nose,jaw,shirt
3,A3VOMP0WOJTB4I.csv,a woman is sitting thinking deeply.,0,10,sleeve,hand,skin,dress,nails,neck,eyes,lips,cheeks,design
3,AA7BTDZQNHW5.csv,a blonde woman with index finger in her lips ,0,10,right hand,blonde hair,right hand,black dress,right hand fingers,black dress,woman's eyes,woman's ear,woman's lips,netted dress
3,ADVZAZ12Z8N9J.csv,this image is of a woman watching something intently. ,0,10,cutouts,hair,wrist,hair,fingrs,dark,eyes,mouth,chin,cutouts
4,A13FT8BNX9UUP8.csv,there is a woman in a grocery store near packaged produce. the produce is lined up on different shelves. the woman has a red basket and is reach for the packaged grapes.,0,10,packaged vegetable,basket,packaged fruits,packaged produce,side of basket,woman's head,packaged grapes,packaged grapes,packaged green grapes,packaged grapes
4,A175PJR0W3LO8I.csv,a blonder woman wearing glasses and a black coat; shopping in the produce section of a supermarket.  she is reaching out for some packaged grapes; and is about to put it into her red shopping cart; seen in the foreground.,0,10,various produce,red shopping card with vegetable,various produce such as apples,various produce such as apples,woman's coat,woman's face,various produce,various produce such as grapes,various produce such as grapes,various produce such as grapes
4,A1HUUSCZ4I5SOP.csv,a blond woman is grabbing a package of green and red grape from a supermarket shelf. she is wearing a black coat and glasses. there's a red cart next to her. the shelves are full of packages with fruits and vegetables. there's a bag of vegetables inside the cart.,0,10,shelf with prepackaged vegetables,part of shopping cart with bag of vegetable,part of woman's shoulder and back, packages of fruits,shelf with packages of fruits and vegetables,part of woman's coat and shopping cart,head and shoulders,packaged fruits, part of head,hand, packages of grapes,package of green grapes,packages of green and red grapes
4,A1S88VQY8G8CNC.csv,a woman is picking some grapes from a shelf in a market.  she is wearing a black outfit; has dirty blonde hair and is wearing glasses.  there is a red shopping cart next to her with some vegetables in it.  there are many fruits and vegetables on nearby shelves.,0,10,vegetables on store shelves.,shopping cart with items in it.,food items behind the woman.,packaged food on store shelf.,woman's jacket near her cart.,woman gets ready to take item from shelf.,packaged fruit on shelves.,woman's hand on package of grapes.,package of grapes on shelf.,a few packages of grapes on shelves.
4,A2JLU8XYHVY2ZP.csv,the woman purchasing fruits in the free margin shop,0,10,fruits in the rack,trolley,apple fruit,packed fruits,woman's body,woman's face,grape fruit,woman holding the fruit,packed grape,various fruits
4,A3QMAS3KVQTPW0.csv,supermarket with fruits and women choosing one of them.,0,10,fruits in supermarket,trolley,apples and other fruits,fruits in supermarket,women's black dress,women choosing a fruit basket,grapes ,grapes both green and black,green grapes,grapes both green and black
4,A3UV55HC87DO9C.csv,an older woman is shopping at a grocery store. she is currently in the aisle with packaged fruit and vegetables. ,0,10,packaged vegetables ,shopping  cart,packaged fruit,more packaged goods,shirt,woman's head,more packaged goods,even more packaged goods,grapes,green and purple grapes
4,A3VOMP0WOJTB4I.csv,a woman is picking up fruits from a grocery store.,0,10,fruits,tray,apple,bags,woman,face,hand,bag,grapes,shelf
4,AA7BTDZQNHW5.csv,a woman is purchasing fruits in a fruit shop with a trolley.,0,10,rack,trolley,red and green apples,red and green apples,woman's body,woman's head,grapes,woman's hand,green grapes,green and purple grapes
4,ADVZAZ12Z8N9J.csv,a lady is looking at a selection of grapes that are n a supermarket. she already has a red cart filled with various produce items. ,0,10,grapes,cart,grapes,grapes,shirt,hair,red grapes,green grapes,red grapes,green grapes
5,A13FT8BNX9UUP8.csv,there is a caucasian man with glasses and a ring on his finger looking unhappy. he has green eyes and a white shirt on.,0,10,shaved beard,side of face,chin and neck,left eye covered with glasses,lips,nose,arm/wrist,right eye with glasses,finger with ring,forehead
5,A175PJR0W3LO8I.csv,a brown haired man wearing glasses; perhaps in his late 20s to early 30s; wearing a white t-shirt; wedding band; contemplating something as he has his hand on his face.,0,10,man's chin,man's ear,man's chin,man's right eye,man's lips,man's nose,man's hand,man's left eye,man's weddig band,man's head
5,A1HUUSCZ4I5SOP.csv,a blond man; wearing glasses and a ring resting his face on his hand. he is wearing a white shirt and has a little bit of stubble.,0,10,part of shirt, neck and jaw,part of cheek, ear and shirt,part of shirt, neck and jaw,eye and half of glasses,lips, part of finger,nose,part of hand,eye with half of glasses, fingertip,fingers, ring,part of forehead, hair and glasses
5,A1S88VQY8G8CNC.csv,a man wearing glasses looks very frustrated.  he has his hand to his face and fingers  near an eye.  he is wearing what looks to be a white tee-shirt.  he is wearing a ring on a finger.  his eyes appear to be blue.,0,10,part of man's face and shirt.,part of man's face, and shirt.,part of man's face, and chin.,one of man's eyes looks outward.,man's fingers touch his lip.,man's nose and part of his face.,fingers reaching up to his face.,one of man's pensive looking eyes.,man's fingers touching his face.,part of man's forehead.
5,A2JLU8XYHVY2ZP.csv,the man is looking sad and starring somewhere,0,10,the man's chin,the man's ear,the man's neck,the man's right eye,the man's lip,the man's nose,the man's hand,the man's left eye,the man's finger,the man's forehead
5,A3QMAS3KVQTPW0.csv,middle aged men deeply involved.,0,10,cheeks of the men,cheeks and ears of the men,slight bread,specticles,lips of the man,nose of the man,hand,spectacles of right side,fingers of men,forehead of the men
5,A3UV55HC87DO9C.csv,a man wearing glasses is staring directly into the camera. he looks to be deep in thought.,0,10,jaw,ear,jaw,eye,mouth,nose,hand,other eye,ring,face
5,A3VOMP0WOJTB4I.csv,a man is sad and frustrated.,0,10,beard,ears,chin,glasses,lips,nose,hand,fingers,ring,head
5,AA7BTDZQNHW5.csv,a man with spectacles in his face and a small rounded ring in his left ring finger.,0,10,man's neck,man's ear,man's cheek,man's right eye,man's lips,man's nose,man's left hand,man's left eye,small rounded ring,man's left temple
5,ADVZAZ12Z8N9J.csv,this is a image of a man having a sort of concerned look on his face. he has on a white shirt; some glasses; and a bit of facial stubble. ,0,10,beard,ear,neck,glasses,mouth,nose ,finger,eye,ring,forehead
6,A13FT8BNX9UUP8.csv,there is an unhappy person outside leaning against a wooden gate or door. the person has their arms folded. they have a hoodie on over a blue jean shirt.,0,10,arm,top of wooden door/gate,shoulder,chest,head,wrist,fingers,folded arm outside,sky,dry land and plants
6,A175PJR0W3LO8I.csv,a curly haired middle aged woman standing outside on cloudy day; perhaps by a wooden door; with arms crossed.,0,10,woman's chest,wooden door,woman's shoulder,woman's chest,woman's face,woman's crossed arms,woman's hand,background scenery of dried grass and fields,cloudy sky,background scenery of dried grass and fields
6,A1HUUSCZ4I5SOP.csv,woman with short hair has armed crossed standing in front of a wooden item. she's wearing a gray hoodie and blue shirt. she's wearing a watch. ,0,10,part of wood and arm,top of wooden item and sky,wooden item and shoulder,part of hoodie and shirt,face,hoodie and part of arm, watch and hand,arm and hand,field, part of arm and hand,sky,dirt and shrubs
6,A1S88VQY8G8CNC.csv,an elderly woman wearing a blue jacket leans against what appears to be a fence.  she is outside; in what looks like a rural area.  there is a lawn with trees nearby; the sky is a light blue.,0,10,woman's jacket.,part of a fence.,woman's jacket leans against a fence.,part of woman's jacket covering her shirt.,woman's serious face.,part of woman's jacket and arm.,part of woman's jacket; fingers.,trees, lawn, part of woman's jacket.,blue sky.,lawn and trees.
6,A2JLU8XYHVY2ZP.csv,the woman is standing alone in the dry area and posing the camera,0,10,the woman's hand,wooden piece,the woman's right shoulder,the woman's upper chest portion,the woman's face,the woman's breast,the woman's left shoulder,the road,the sky,the plant
6,A3QMAS3KVQTPW0.csv,a man with winter jacket.,0,10,old wood sheet and man shoulder,old wood sheet and sky view in the background,man shoulder,winter jacket,man face,folded hands,folded hands,shoulder with abandon area in the background,abandoned area,
6,A3UV55HC87DO9C.csv,an older woman is standing against a wooden fence. she is wearing a grey sweatshirt. the day looks very cloudy.,0,10,sweatshirt,fence,shoulder,neck,face,hands,hands,hands,background field ,very far field
6,A3VOMP0WOJTB4I.csv,a woman is standing and observing.,0,10,sleeve,wood,hand,jacket,face,hands,fingers,fold,clouds,trees
6,AA7BTDZQNHW5.csv,an old man is wearing sweatshirt and standing in front of a wooden box.,0,10,right hand,wooden box,right shoulder,neck,face,watch,right hand fingers,left hand,sky,tree
6,ADVZAZ12Z8N9J.csv,this image of a woman that is standing on a dirt road with a jacket on. she is string intently at the camera. ,0,10,jacket,fence,shoulder,zipper,face,wrist,fingers,road,sky,road
7,A13FT8BNX9UUP8.csv,there is a person whose finger has ink on it. he/she is pressing into the block labeled \2\ to give their fingerprint.,0,8,right hand label,fingerprint,left hand label,part of finger,giving fingerprint,part of knucle,knucle,finger,,
7,A175PJR0W3LO8I.csv,close up photo of someone placing his or her inked fingerprints on a identification sheet,0,8,fingerprint sheet with right hand type,fingerprint imprint,fingerprint sheet with left hand type,fingerprint sheet with 2 type,fingerprint sheet with 5 type,person's finger,person's finger,person's finger,,
7,A1HUUSCZ4I5SOP.csv,there is a fingerprint card with some fingerprints on it. there are some fingers pressing down on a finger on the card.,0,8,right hand label,fingerprint,left hand label,part of finger and fingerprint,part of fingers and fingerprint,part of fingers,knuckles,part of finger,,
7,A1S88VQY8G8CNC.csv,someone is submitting his fingerprints.  we see the form is he using; he is currently submitting his second print of his left hand.   we see parts of three of his fingers.,0,8,fingerprint form states \right hand.\,one of the person's finger prints.,part of the fingerprint form.,part of a finger, and a print.,a finger producing a finger print.,a finger on a finger print form.,two fingers.,a person's finger.,,
7,A2JLU8XYHVY2ZP.csv,someone is putting his thump impression,0,8,the word \right hand\,thump impression,the word \left hand\,portion of middle finger,putting impression,portion of middle and ring finger,middle finger,index finger,,
7,A3QMAS3KVQTPW0.csv,finger impression sheet with a person giving his impression,0,8,space to provide right hand impression,impression of the person's right hand,space to provide left hand impression,impression of the person's left hand,impression of the person's left hand,impression sheet,left hand fingers,left hand fingers,,
7,A3UV55HC87DO9C.csv,an individual is in the process of getting his fingerprints taken. they are currently printing their left hand fingers.,0,8,right hand field,fingerprint,left hand field,left hand print 2,left hand print 2,closeup of hand,hand,hand,hand,hand
7,A3VOMP0WOJTB4I.csv,a person is giving finger impressions on a paper.,0,8,right hand,impression,left hand,number,fingers,hand,knuckles,index finger,,
7,AA7BTDZQNHW5.csv,a person is putting thumb impression in a sheet.,0,8,word,thumb impression,word,number,thumb impression,alphabet,middle finger,index finger,,
7,ADVZAZ12Z8N9J.csv,this is a image of a person getting their right hand fingerprinted. ,0,8,words,finger print,words,number,finger,hand,knuckle,finger,,
8,A13FT8BNX9UUP8.csv,there is a judge with black on and gavel in his hand. he is an old white man with gray hair and has a serious look on his face.,0,10,gavel,part of chair,part of door,part of stand,top of chair with shoulder,head,part of chest and stand,chest,shoulder,arm
8,A175PJR0W3LO8I.csv,an old judge wearing a red tie; seated in a courtroom with the gavel in his right hand.,0,10,gavel,judge's cloak,background wall,judge's cloak,background wall,judge's face,judge's desk,judge's tie,judge's shoulder,judge's arm
8,A1HUUSCZ4I5SOP.csv,man wearing a judge's robe with a white collar and red tie. man is sitting on a brown chair and is holding a gavel . there's a brown door behind him. he's sitting at a brown desk.,0,10,gavel,robe and part of chair,door,part of desk,part of robe and chair,face,part of robe, tie and desk,tie and part of robe,shoulder,part of arm
8,A1S88VQY8G8CNC.csv,a very serious looking male judge holds a gavel as he sits at the bench.  he is wearing a typical judge's outfit as well as a red tie.  he has gray hair; there is a brown door behind him.  he is looking straight ahead.,0,10,a gavel in mid air.,part of judge's jacket.,part of door.,part of the judge's bench.,part of judge's jacket.,judge's serious facial expression.,part of the judge's bench.,judge's red tie, part of his jacket.,top of judge's jacket.,sleeve of judge's jacket.
8,A2JLU8XYHVY2ZP.csv,the honorable justice wearing black coat and holding hammer. the justice is sitting in the leather covered cushion chair.,0,10,the hammer,the portion of chair,the portion of door,the portion of table,the justice's right shoulder,justice's face,the black coat ,the tie,the justice's left shoulder,the justice's left hand
8,A3QMAS3KVQTPW0.csv,a judge in the court,0,10,gavel,judge chair,court doors,judge table,judge left shoulder,judge ,judge dress,judge dress  ,judge dress covering right shoulder,judge gown
8,A3UV55HC87DO9C.csv,a judge is sitting in a courtroom. he has a very stern look on his face. he has the gavel in his hand and is ready for judgement. ,0,10,gavel,robe,door,robe,chair,face,robe,robe,shoulder,arm
8,A3VOMP0WOJTB4I.csv,a judge is listening to the case sitting on a chair.,0,10,wood,door,design,coat,face,tie,black,hand,neck,sleeve
8,AA7BTDZQNHW5.csv,a judge is holding a wooden hammer in his hand with coat and tie.,0,10,hammer,chair,wood,wood,right shoulder,man's face,tie,left chest,left shoulder,left hand
8,ADVZAZ12Z8N9J.csv,this image shows a judge sitting on the bench about to bang his gavel. the male judge has a very neutral look on his face. ,0,10,gavel,robe,door,robe,wood,face,robe,tie,shoulder,robe
9,A13FT8BNX9UUP8.csv,there is a man outside working; preparing food products. he is at a stand outside the store. the store has food products on display; stacked on shelves and meats hanging outside the store,0,6,shelf with food products,hanging meats,blue container with shelf with stacked with food items,scale,man preparing food,store display,,,,
9,A175PJR0W3LO8I.csv,a small but well stocked storefront of a shop in italy; with a forker standing in front preparing food.,0,6,storefront with canned food,storefront with hams hanging in doorway,storefront with bottles,storefront with a scale and jars of food,man cutting food at storefront,storefront window with hams hanging,,,,
9,A1HUUSCZ4I5SOP.csv,a man is standing outside a store front behind a wooden table. he is wearing a white apron and blue jeans with white sneakers. thee are pieces of meat hanging from the front of the store. the store windows are full of jars and packages of food. there is a scale on a white table. theres a blue bin next to the table.,0,6,packages of food,sign and meat hanging from ceiling,blue bin, towel, food packages, ,scale , jars of food,man, table,letters, meat, food packages,,,,
9,A1S88VQY8G8CNC.csv,a store worker is at a desk with many food items behind him.  a scale is visible as well as the part of street.  there are bottles; jars; and packages behind him.,0,6,food items,food items and store name,food items and a crate.,scale with food items.,employee working at a table.,various food items.,,,,
9,A2JLU8XYHVY2ZP.csv,the shop keeper in the village store is working,0,6,beverags,shop goods,bottles,the balance,the man is standing,shop name,,,,
9,A3QMAS3KVQTPW0.csv,a groccery shop with a person preparing for a order,0,6,items in the grocery shop,shop name,shop items,weighing machine,person preparing the order,shop name with items displayed,,,,
9,A3UV55HC87DO9C.csv,a butcher is working outside of his shop. he is at the cutting board and making measurements of the product. his shop is in the background and is filled with products. ,0,6,products ,shop front,products,products ,butcher,shop,,,,
9,A3VOMP0WOJTB4I.csv,a person is standing in front of his shop. the shop is containing different food items.,0,6,shelf,food,tray,light,table,front,,,,
9,AA7BTDZQNHW5.csv,a man is wearing an apron and is standing in front of a shop.,0,6,rack,meat,boxes,weighing machine,man's body and face,meat,,,,
9,ADVZAZ12Z8N9J.csv,this image is of a store that seems to sell several home made items. a gentleman is outsie seeming to be a worker. he is wearing a robe. the worker seems to be preparing some type of food to seel to consumers. ,0,6,items,sign,groceries,scale,worker,sign,,,,
10,A13FT8BNX9UUP8.csv,there is a women in a pink top and bluejeans with a white purse pushing a shopping basket. the basket has a child sitting in it with a checkered red and whit top and blue jean shorts on.,0,10,shopping basket,parking lot with car,parking lot with truck,child's head,child's shirt,child's legs,woman's head,woman's arm,woman's butt,woman's elbow and purse
10,A175PJR0W3LO8I.csv,a brown haired caucasian woman wearing a pink shirt and jeans; carrying a white handbag; pushing an empty shopping cart in an almost empty parking lot of a shopping plaza; with a small child seated in the shopping cart wearing a red shirt and blue jean shorts.,0,10,shopping cart,parked car,parked truck,child's face,child's torso,child's legs,woman's face,woman's chest,woman's jeans,woman's arm and white purse
10,A1HUUSCZ4I5SOP.csv,a woman wearing a pink shirt with jeans is pushing a shopping cart with a toddler in it. she is carrying a white purse and wearing sunglasses. the toddler is wearing a red plaid shirt; denim shorts and red shoes. she is in a parking lot and there are cars parked around in the background.,0,10,front of shopping cart ,parking lot with car,parking lot with car,toddlers face, shoulder, arm and hand,part of arms, part of torso and knees,knees and legs,face and shoulder,arm, part of purse and chest,rear and part of purse,elbow, purse
10,A1S88VQY8G8CNC.csv,a woman wearing pink stands next to her young child; who is sitting in a shopping cart.  the woman has a white pocket book and is wearing blue jeans.  the child is looking at the camera.  this takes place in a parking lot.,0,10,shopping cart,parking lot,parking lot,child faces the camera,partial view of child in cart.,child's legs outside cart.,woman looks downward.,woman's arm.,woman's jeans.,woman's pocketbook.
10,A2JLU8XYHVY2ZP.csv,the woman with her baby is going for shopping. she holding her baby in the troly,0,10,the troly,the car ,the truck,baby's face,baby's legs,baby's body,woman's body,woman's body,woman's butt,woman's hand bag
10,A3QMAS3KVQTPW0.csv,women with a kid on the shopping trolley on the road,0,10,shopping trolley,a car on the road,a road,a kid face,kid's body,kids legs,women face with shades on her face,left side view of the women ,jean pant of the women,a white hand bag
10,A3UV55HC87DO9C.csv,a woman is out shopping with her child whom she is pushing in a shopping cart. they are in a parking lot about to head into a store. the women is wearing a pink shirt with jeans and has a white purse.,0,10,shopping cart,parking lot,parking lot,child,child,child's feet,mom's face,mom's arm,mom's jeans,mom's purse
10,A3VOMP0WOJTB4I.csv,a lady has put her child in a basket. she is having her purse in her hand.,0,10,tray,road,car,child,hands,legs,lady,chest,jeans,purse
10,AA7BTDZQNHW5.csv,a child is sitting in a grocery shop trolley and the mom is moving the trolley.,0,10,trolley,car,pickup truck,child's face,child's right hand,child's legs,woman's face,woman's left hand,jeans pant,white shoulder bag
10,ADVZAZ12Z8N9J.csv,this image is of a mother pushing her toddler daughter in a shopping cart through a parking lot. the mother has a white purse on her shoulder. ,0,10,cart,parking lot,truck,toddler,shirt,legs,face,arms,jeans,purse
11,A175PJR0W3LO8I.csv,a caucasian man wearing a turquoise colored t-shirt is painting a realistic image of a young woman on a paper canvas.,0,10,irrelvant background,back of man's head,back of man's neck,back of man's shoulder,side view of man's face,man's left wrist,man's face and torso of another man in the background,unknown background object ,clip holding paper onto easel,painting of young woman by the man
11,A1C19XPG91AIXX.csv,a man is painting a portrait of a woman.,0,10,?,the man's hair,the back of the man's head,the man's shoulders,the man's face,the man's left hand,the man's nose and mouth,?,a clip holding the paper to the easel,portrait of a woman
11,A1DVKS3R9SLQ1H.csv,a person drawing a female picture on the paper,0,10,?,the person head,the person back head,the person shoulder,the person's ear,the person's hand,the person's mouth,?,paper,female drawing paper
11,A1XUZFDVKP95VC.csv,a man is sketching a young woman on paper,0,10,?,mans head,mans head and neck,mans shirt,mans head,persons arm,persons shoulder and arm,?,drawing,drawing
11,A2AVFNOKFHQ2ME.csv,it is a man drawing in a picture; in pencil; of a young woman with long hair. ,0,10,can't tell ,the back of a man's head. ,the back of a man's neck and head.,a man's shirt,a man's face,a man's hand holding something.,a man's face with another man behind him bending over.,i'm not sure.,a paperclip holding papers.,a man's hand drawing a picture of a woman with long hair.
11,A2SBISQJE2ZPJQ.csv,one man draw the one woman picture with very sincerely,0,10,room,hair,head,shoulder,face,hand,body,table,paper with pad,woman picture
11,A3S0INU046UTYK.csv,a man is at an art event; painting a photo or portrait of a beautiful woman. there is another person visible behind the man painting. ,0,10,?,head,neck,back,face,hand,man,?,canvas,painting
11,A70L26UXLTGLC.csv,a man is creating a detailed sketch of a young woman. he looks to be in an art class or art studio. there is a another man in a sleeveless shirt in the background.,0,10,nothing to describe.,the man's hair.,the man's hair and neck.,a blue shirt.,the side of a man's face.,the man's left hand.,two men.,something covered up.,a clip holding the paper in place.,the sketch of a woman.
11,AKLV0WIZZ356X.csv,a man is painting an image of a girl. he is using pencil. he is outside and there is a girl bending over.,0,10,part of the background,hair,neck,shirt,man's face,hand,lady bending/man's face,box,clip,easel
11,AYXIDCIGUA037.csv,a man in an art class is drawing a picture of a woman,0,10,hand,head,head and neck,shoulder,face,hand,chin,tarp,clip,picture of woman
12,A175PJR0W3LO8I.csv,a man who is naked on top; seated on a portable lawn chair in a grassy area in front of a pond; fishing,0,10,part of a fishing rod and pond, with grassy area in foreground.,pond,two fishing rods and a bucket, placed in front of the seated man,seated man's head in the foreground of the pond,seated man with pond in the background,the back of the man's chair,pond,pond,pond,pond
12,A1C19XPG91AIXX.csv,a shirtless man is sitting in a chair and fishing,0,10,part of the fishing pole, grass, and water,water,fishing poles, buckets, and the man sitting in a chair,water and the top of the man's head,the man sitting in a chair,the bottom of the chair and grass,water,water,water,?
12,A1DVKS3R9SLQ1H.csv,a person sitting on the chair and try to cat a fish using some instruments,0,10,fish tongle,water,a person sitting,water,a person with chair,grass,water,water,water,water
12,A1XUZFDVKP95VC.csv,a nab at a kaje suttubg ub a cgaur fusgubg,0,10,lake,lake,lake and the mans head,mans head,the man and chair,part of the chair,lake,lake,lake,lake
